City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Soyo,AO,-6.1349,12.3689,77.05,85,44,7.02,scattered clouds
348,Kavieng,PG,-2.5744,150.7967,85.71,66,21,13.18,few clouds
349,Mahibadhoo,MV,3.7833,72.9667,83.8,75,59,17.38,broken clouds
350,Aranos,NA,-24.1333,19.1167,72.68,30,43,13.85,scattered clouds
351,Zenzeli,RU,45.9241,47.0474,60.98,45,45,24.47,scattered clouds
352,Praia Da Vitoria,PT,38.7333,-27.0667,68.25,77,40,7.4,scattered clouds
353,Flin Flon,CA,54.7682,-101.865,32.0,90,6,2.28,clear sky
354,Dunedin,NZ,-45.8742,170.5036,46.8,66,96,18.01,overcast clouds
355,Hervey Bay,AU,-25.2986,152.8535,78.91,67,20,10.0,few clouds
356,Sur,OM,22.5667,59.5289,87.67,35,0,7.2,clear sky
357,Boende,CD,-0.2167,20.8667,74.37,80,82,0.89,broken clouds
358,Rawson,AR,-43.3002,-65.1023,59.31,73,31,8.63,scattered clouds
359,Nalut,LY,30.3333,10.85,64.49,30,5,9.26,clear sky
360,Esperance,AU,-33.8667,121.9,58.84,65,98,21.77,overcast clouds
361,Touros,BR,-5.1989,-35.4608,72.5,72,59,11.9,broken clouds
362,Lagos,NG,6.5833,3.75,77.32,93,62,3.31,broken clouds
363,Coalinga,US,36.1397,-120.3602,54.14,32,0,3.29,clear sky
364,Malanville,BJ,11.8685,3.3899,76.35,59,67,5.08,broken clouds
365,Karpathos,GR,35.507,27.2132,69.76,68,40,8.05,scattered clouds
366,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,71.19,63,8,2.39,clear sky
367,Tanete,ID,-3.9443,119.7848,94.32,47,98,9.46,overcast clouds
368,Jardim,BR,-21.4803,-56.1381,70.95,64,1,4.21,clear sky
369,Tecalitlan,MX,19.4667,-103.3,63.55,98,93,1.3,overcast clouds
370,Flinders,AU,-34.5833,150.8552,62.2,91,100,5.99,overcast clouds
371,Shetpe,KZ,44.1667,52.1167,57.94,25,5,23.62,clear sky
372,Pavino,RU,59.1139,46.1414,43.5,70,100,7.09,overcast clouds
373,Binga,ZW,-17.6203,27.3414,75.06,43,0,2.91,clear sky
374,Taitung,TW,22.7583,121.1444,75.47,100,75,5.75,broken clouds
375,Paris,FR,48.8534,2.3488,48.15,93,0,4.61,clear sky
376,Monte Patria,CL,-30.6919,-70.9467,53.28,73,2,1.23,clear sky
377,Sawakin,SD,19.1059,37.3321,89.06,52,49,6.55,scattered clouds
378,Iramuco,MX,19.95,-100.9167,62.71,88,40,0.0,scattered clouds
379,Ritchie,ZA,-29.038,24.6028,67.21,14,98,15.93,overcast clouds
380,Zaranj,AF,30.9667,61.8833,67.96,15,0,15.26,clear sky
381,College,US,64.8569,-147.8028,31.95,81,90,0.0,overcast clouds
382,Pochutla,MX,15.7432,-96.4661,78.82,93,16,4.0,few clouds
383,Weligama,LK,5.9667,80.4167,85.59,69,64,14.9,broken clouds
384,Ephrata,US,40.1798,-76.1788,65.05,89,90,0.0,overcast clouds
385,Gombe,NG,10.2897,11.1673,76.01,74,26,4.14,scattered clouds
386,Fenoarivo,MG,-18.933,47.4354,66.27,68,20,6.91,few clouds
387,Grindavik,IS,63.8424,-22.4338,45.07,100,75,13.8,broken clouds
388,La Palma,US,33.8464,-118.0467,62.87,47,1,0.0,clear sky
389,Shelburne,CA,44.0787,-80.2041,63.05,96,20,9.6,few clouds
390,Saint-Augustin,CA,51.226,-58.6502,42.87,58,8,5.01,clear sky
391,Sinnamary,GF,5.3833,-52.95,78.89,88,100,8.14,overcast clouds
392,Chimbote,PE,-9.0853,-78.5783,61.66,88,72,7.7,broken clouds
393,Bambous Virieux,MU,-20.3428,57.7575,79.21,83,75,5.75,light rain
394,Quelimane,MZ,-17.8786,36.8883,66.15,88,20,3.44,few clouds
395,Tawang,IN,27.5833,91.8667,71.11,35,4,7.23,clear sky
396,Bose,IT,45.4612,8.0137,50.22,88,0,4.41,clear sky
397,The Valley,AI,18.217,-63.0578,80.46,78,100,20.67,overcast clouds
398,Dabakala,CI,8.3667,-4.4333,73.54,88,11,2.48,few clouds
399,Kulim,MY,5.365,100.5618,90.93,60,100,4.61,overcast clouds
400,Bensonville,LR,6.4461,-10.6125,73.36,96,81,2.57,broken clouds
401,Progreso,MX,21.2833,-89.6667,78.91,84,2,9.51,clear sky
402,Severo-Kurilsk,RU,50.6789,156.125,46.96,80,66,18.97,broken clouds
403,Puerto Cabezas,NI,14.0351,-83.3888,78.35,85,70,4.43,broken clouds
404,Anadyr,RU,64.75,177.4833,18.1,92,20,8.95,light snow
405,Camden,US,39.7835,-74.9663,64.74,92,97,2.82,overcast clouds
406,Xichang,CN,27.8964,102.2634,75.34,59,66,3.58,broken clouds
407,Kalaikunda,IN,22.35,87.25,89.24,58,56,8.86,broken clouds
408,Rengasdengklok,ID,-6.1592,107.2981,96.13,49,98,10.13,overcast clouds
409,Cabo San Lucas,MX,22.8909,-109.9124,82.51,73,100,1.01,overcast clouds
410,Jizan,SA,17.3333,42.6667,86.94,41,25,3.33,scattered clouds
411,Quang Ngai,VN,15.1167,108.8,81.82,74,100,3.04,overcast clouds
412,Lorengau,PG,-2.0226,147.2712,86.14,68,65,7.72,broken clouds
413,Tarecuato,MX,19.85,-102.4833,56.52,98,94,3.31,overcast clouds
414,Lodwar,KE,3.1191,35.5973,82.65,43,94,17.6,overcast clouds
415,Maldonado,UY,-34.6667,-54.9167,60.22,95,90,4.23,overcast clouds
416,Vanimo,PG,-2.6741,141.3028,86.11,67,34,6.26,scattered clouds
417,Bereda,ES,43.2686,-7.5406,49.57,100,7,2.13,clear sky
418,Gondanglegi,ID,-7.7479,112.0132,96.82,32,97,12.01,overcast clouds
419,Genhe,CN,50.7833,121.5167,51.69,44,73,8.61,broken clouds
420,Oxapampa,PE,-10.5775,-75.4017,61.47,89,88,2.57,overcast clouds
421,Sabha,LY,27.0377,14.4283,63.36,42,0,5.86,clear sky
422,Gulbene,LV,57.1777,26.7529,42.69,84,88,4.16,overcast clouds
423,Walvis Bay,NA,-22.9575,14.5053,60.1,94,55,5.75,broken clouds
424,Oksfjord,NO,70.2396,22.3479,40.12,91,100,9.8,light rain
425,Olean,US,42.0776,-78.4297,63.28,100,90,8.05,overcast clouds
426,Russell,US,32.3502,-85.1999,69.4,94,1,0.0,mist
427,Caravelas,BR,-17.7125,-39.2481,69.46,92,97,1.68,overcast clouds
428,Noshiro,JP,40.2039,140.0242,67.14,62,32,2.68,scattered clouds
429,Luocheng,CN,29.3848,104.0286,67.19,69,98,2.8,overcast clouds
430,Yulara,AU,-25.2406,130.9889,76.84,7,0,5.75,clear sky
431,Rundu,NA,-17.9333,19.7667,72.95,26,0,10.89,clear sky
432,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,86,100,2.57,overcast clouds
433,Pierre,US,44.3683,-100.351,59.05,69,90,5.99,moderate rain
434,Magocs,HU,46.35,18.2324,45.12,85,97,8.9,light rain
435,Mendoza,AR,-32.8908,-68.8272,63.93,63,20,11.5,few clouds
436,Zlobin,HR,45.2924,14.6541,40.42,72,0,3.44,clear sky
437,Oktyabrskoye,RU,43.0645,44.7417,48.34,100,90,2.24,fog
438,Boyolangu,ID,-8.1181,111.8935,85.86,54,95,11.16,overcast clouds
439,Rio Gallegos,AR,-51.6226,-69.2181,55.45,33,90,25.32,overcast clouds
440,Hebi,CN,35.8992,114.1925,68.85,43,23,5.37,few clouds
441,Rafaela,AR,-31.2503,-61.4867,68.0,51,76,1.99,broken clouds
442,Srednekolymsk,RU,67.45,153.6833,16.77,89,100,4.74,overcast clouds
443,Baihar,IN,22.1,80.55,84.83,44,71,5.53,broken clouds
444,Wageningen,NL,51.9667,5.6667,50.9,92,75,0.0,mist
445,Nkhotakota,MW,-12.9274,34.2961,77.56,52,99,10.76,overcast clouds
446,Itarema,BR,-2.9248,-39.9167,78.15,74,45,16.69,scattered clouds
447,Brazzaville,CG,-4.2658,15.2832,78.28,76,62,2.24,broken clouds
448,Boundiali,CI,9.5217,-6.4869,71.11,92,41,1.5,scattered clouds
449,Comarapa,BO,-17.9,-64.4833,56.88,95,100,3.0,overcast clouds
450,Richards Bay,ZA,-28.783,32.0377,75.06,48,74,8.46,broken clouds
451,Khalkhal,IR,37.6189,48.5258,62.37,26,37,7.36,scattered clouds
452,Yerbogachen,RU,61.2767,108.0108,27.86,44,54,6.91,broken clouds
453,Ayr,GB,55.4627,-4.6339,55.49,88,75,9.22,broken clouds
454,Zharkent,KZ,44.1628,80.0,49.89,33,0,10.2,clear sky
455,Manadhoo,MV,5.7667,73.3833,83.08,79,64,17.07,broken clouds
456,Boden,SE,65.8252,21.6886,32.0,85,18,2.3,few clouds
457,Hurghada,EG,27.2574,33.8129,81.66,51,68,18.43,broken clouds
458,Yerofey Pavlovich,RU,53.9667,121.9667,32.47,92,100,6.53,snow
459,Sorland,NO,67.667,12.6934,37.47,62,100,6.76,overcast clouds
460,Les Escoumins,CA,48.1111,-69.0236,59.56,97,100,4.43,overcast clouds
461,Pangnirtung,CA,66.1451,-65.7125,41.58,90,100,8.01,light rain
462,Mitsamiouli,KM,-11.3847,43.2844,80.89,74,20,8.05,few clouds
463,Natal,BR,-5.795,-35.2094,77.22,83,0,6.91,clear sky
464,Barinas,VE,8.6226,-70.2075,72.09,96,55,2.19,broken clouds
465,Port Macquarie,AU,-31.4333,152.9167,66.16,71,99,10.42,overcast clouds
466,Contamana,PE,-7.3333,-75.0167,77.07,78,77,4.61,broken clouds
467,Acarau,BR,-2.8856,-40.12,78.12,74,29,16.87,scattered clouds
468,Beitbridge,ZW,-22.2167,30.0,77.32,19,0,4.47,clear sky
469,Yalutorovsk,RU,56.6536,66.3006,48.63,65,100,7.25,overcast clouds
470,Sylva,RU,58.0348,56.7635,43.97,68,25,5.44,scattered clouds
471,Kamenka,RU,51.3223,42.7678,54.32,37,88,16.17,overcast clouds
472,Saint-Paul,RE,-21.0096,55.2707,80.69,82,42,2.33,light rain
473,Buchanan,LR,5.8808,-10.0467,76.03,91,92,3.67,overcast clouds
474,Huarmey,PE,-10.0681,-78.1522,62.46,87,81,10.18,broken clouds
475,Constitucion,CL,-35.3333,-72.4167,50.16,89,65,7.05,broken clouds
476,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.39,93,90,9.22,overcast clouds
477,Jijiga,ET,9.35,42.8,68.09,71,64,6.29,broken clouds
478,Palasa,IN,18.7667,84.4167,86.61,71,63,4.21,broken clouds
479,Suntar,RU,62.1444,117.6319,29.43,40,34,10.22,scattered clouds
480,Kande,TG,9.9578,1.0447,74.32,83,36,3.2,scattered clouds
481,Rosarito,MX,32.3333,-117.0333,61.77,40,0,6.33,clear sky
482,Moussoro,TD,13.6408,16.4901,86.94,14,19,8.12,few clouds
483,Zhezkazgan,KZ,47.8043,67.7144,46.74,24,6,12.57,clear sky
484,Harper,LR,4.375,-7.7169,77.0,91,92,6.35,overcast clouds
485,Santa Lucia,ES,27.9117,-15.5407,63.12,69,40,11.5,scattered clouds
486,Irbil,IQ,36.1926,44.0106,76.82,16,40,8.05,scattered clouds
487,Jalu,LY,29.0331,21.5482,69.78,59,0,6.6,clear sky
488,Moose Factory,CA,51.2585,-80.6094,53.6,94,90,10.36,overcast clouds
489,Khao Yoi,TH,13.2403,99.8243,88.9,72,100,7.99,light rain
490,Beringovskiy,RU,63.05,179.3167,19.11,81,48,11.99,scattered clouds
491,Poya,NC,-21.35,165.15,75.96,75,53,9.31,broken clouds
492,Voyvozh,RU,62.892,54.9635,41.05,81,97,8.19,overcast clouds
493,Ketchikan,US,55.3422,-131.6461,46.38,93,75,5.75,light rain
494,Aripuana,BR,-9.1667,-60.6333,73.6,95,93,2.28,overcast clouds
495,Tuy Hoa,VN,13.0833,109.3,84.33,73,100,13.33,light rain
496,Fredericton,CA,45.9454,-66.6656,58.24,97,99,0.11,overcast clouds
497,Puerto Colombia,CO,10.9878,-74.9547,77.09,84,89,7.31,overcast clouds
498,Colac,AU,-38.3333,143.5833,64.62,64,95,12.19,overcast clouds
499,Oda,JP,35.1833,132.5,68.77,89,100,12.44,overcast clouds
500,Erzin,TR,36.9559,36.2,70.32,65,0,3.04,clear sky
501,Baykit,RU,61.67,96.37,29.23,58,100,4.07,overcast clouds
502,Surgut,RU,61.25,73.4167,32.18,100,75,8.95,light shower snow
503,Beira,MZ,-19.8436,34.8389,74.64,60,1,0.87,clear sky
504,Bosaso,SO,11.2842,49.1816,87.08,52,24,2.89,few clouds
505,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.86,88,69,8.99,broken clouds
506,Makakilo City,US,21.3469,-158.0858,80.92,66,1,10.36,light intensity drizzle
507,Karwar,IN,14.8,74.1333,81.39,80,87,12.86,overcast clouds
508,Yoichi,JP,43.2039,140.7703,66.78,59,20,3.06,few clouds
509,Tadine,NC,-21.55,167.8833,71.85,89,93,13.38,light rain
510,Ergani,TR,38.2653,39.7621,63.32,26,57,4.65,broken clouds
511,Naraini,IN,25.1833,80.4833,89.62,40,1,4.74,clear sky
512,Souillac,MU,-20.5167,57.5167,79.36,83,75,5.75,broken clouds
513,Naze,JP,28.3667,129.4833,83.32,76,97,13.82,overcast clouds
514,Evensk,RU,61.95,159.2333,26.94,90,100,17.34,light snow
515,Gat,IL,31.61,34.7642,81.39,46,98,7.65,overcast clouds
516,Portland,US,45.5234,-122.6762,48.18,92,90,4.0,overcast clouds
517,Odessa,UA,46.4775,30.7326,51.73,100,90,11.18,mist
518,Heishan,CN,41.6892,122.1128,62.73,64,51,14.38,broken clouds
519,Asheboro,US,35.7079,-79.8136,64.58,93,40,0.0,scattered clouds
520,Balsas,BR,-7.5325,-46.0356,80.02,66,65,2.06,broken clouds
521,Ivaipora,BR,-24.2478,-51.6847,59.41,86,3,4.54,clear sky
522,Mapiri,BO,-15.25,-68.1667,70.54,92,96,2.01,overcast clouds
523,Yongchang,CN,30.0381,119.7317,70.57,94,100,1.95,overcast clouds
524,Nanga Eboko,CM,4.6833,12.3667,68.07,99,100,1.39,overcast clouds
525,Iquitos,PE,-3.7481,-73.2472,78.84,89,75,0.0,broken clouds
526,Kutulik,RU,53.3508,102.7839,33.71,74,97,13.2,overcast clouds
527,Kokkola,FI,63.8385,23.1307,39.92,89,0,2.3,clear sky
528,Nanning,CN,22.8167,108.3167,68.45,79,100,17.29,light rain
529,Kruisfontein,ZA,-34.0033,24.7314,65.64,48,82,4.38,broken clouds
530,Gannan,CN,47.9147,123.5031,54.66,50,100,13.38,overcast clouds
531,Hutchinson,US,38.0608,-97.9298,69.35,83,90,1.99,overcast clouds
532,Belfast,GB,54.5833,-5.9333,55.22,83,90,4.61,overcast clouds
533,Ponta Delgada,PT,37.7333,-25.6667,66.92,88,40,3.44,scattered clouds
534,Tucumcari,US,35.1717,-103.725,55.24,26,1,23.02,clear sky
535,Beyneu,KZ,45.3167,55.2,56.75,37,3,21.27,clear sky
536,Meulaboh,ID,4.1363,96.1285,86.63,60,87,6.38,overcast clouds
537,Butterworth,MY,5.3991,100.3638,91.44,66,20,7.0,few clouds
538,Batemans Bay,AU,-35.7167,150.1833,61.11,93,100,7.56,overcast clouds
539,Itoman,JP,26.1247,127.6694,86.38,77,75,17.27,light rain
540,Marawi,PH,7.9986,124.2928,77.65,67,91,3.31,overcast clouds
541,Lata,PT,40.1629,-8.3327,60.06,46,0,4.47,clear sky
542,Belmonte,BR,-15.8631,-38.8828,70.3,93,99,6.67,overcast clouds
543,Domoni,KM,-12.2569,44.5319,80.62,72,32,8.05,scattered clouds
544,Arlit,NE,18.7369,7.3853,81.34,11,55,6.85,broken clouds
545,Maiduguri,NG,11.8464,13.1603,78.91,34,17,7.31,few clouds
546,Dossor,KZ,47.5272,52.9811,55.74,39,67,20.92,broken clouds
547,Luena,AO,-11.7833,19.9167,71.53,31,40,8.97,scattered clouds
548,Anloga,GH,5.7947,0.8973,79.02,86,80,11.97,broken clouds
549,Guarapari,BR,-20.6667,-40.4975,67.89,91,71,2.93,broken clouds
550,Dauriya,RU,49.9333,116.8667,52.23,43,1,18.97,clear sky
551,Vila Velha,BR,-20.3297,-40.2925,67.95,100,75,2.3,mist
552,Biscarrosse,FR,44.3945,-1.1672,46.35,93,0,3.44,clear sky
553,Olimpia,BR,-20.7372,-48.9147,73.62,60,0,4.88,clear sky
554,Acapulco,MX,16.8634,-99.8901,80.15,88,37,4.18,scattered clouds
555,Havoysund,NO,70.9963,24.6622,40.08,73,100,30.22,light rain
556,Ola,RU,59.5833,151.2833,35.4,57,16,11.86,few clouds
557,Ewa Beach,US,21.3156,-158.0072,82.35,65,1,23.0,clear sky
558,Liepaja,LV,56.5419,21.0367,37.38,100,90,1.14,overcast clouds
559,Norsup,VU,-16.0667,167.3833,80.4,82,91,7.09,light rain
560,Maneadero,MX,31.7167,-116.5667,57.87,45,0,3.33,clear sky
561,Bamnet Narong,TH,15.4992,101.6897,84.13,71,95,10.22,moderate rain
562,Nishihara,JP,26.1842,127.7558,85.66,79,75,19.57,light rain
563,Nago,JP,26.5881,127.9761,86.43,79,94,17.22,overcast clouds
564,Namatanai,PG,-3.6667,152.4333,84.69,65,41,10.78,scattered clouds
565,Hambantota,LK,6.1241,81.1185,89.94,66,40,13.8,scattered clouds
566,Challapalle,IN,16.1167,80.9333,86.14,65,97,6.44,overcast clouds
567,Seoul,KR,37.5683,126.9778,74.8,50,75,9.22,broken clouds
568,Antalaha,MG,-14.9003,50.2788,76.73,79,91,7.67,light rain
569,Victor Harbor,AU,-35.5667,138.6167,62.8,57,37,3.0,scattered clouds
570,Bonfim,BR,3.0833,-59.95,78.44,73,52,3.51,broken clouds
571,Saint Anthony,US,45.0205,-93.218,59.67,91,90,0.0,overcast clouds
572,Balkanabat,TM,39.5108,54.3671,69.49,16,6,16.06,clear sky
573,Bartica,GY,6.4,-58.6167,77.32,99,87,0.96,overcast clouds
574,Tomislavgrad,BA,43.7181,17.2267,36.34,90,97,6.35,overcast clouds
575,Olga,RU,43.7444,135.2892,58.23,61,0,5.66,clear sky
576,Brigantine,US,39.4101,-74.3646,65.01,96,39,6.62,scattered clouds
577,Porto Novo,BJ,6.4965,2.6036,76.82,91,68,4.63,broken clouds
578,Lichinga,MZ,-13.3128,35.2406,68.83,50,86,7.67,overcast clouds
579,San Fernando,PH,15.0286,120.6898,87.82,87,100,1.1,overcast clouds
580,Nueva Loja,EC,0.0847,-76.8828,70.3,99,100,4.34,heavy intensity rain
581,Ginda,IN,30.6945,78.4932,75.09,26,0,5.5,clear sky
582,Camana,PE,-16.6228,-72.7111,61.61,91,100,11.59,overcast clouds
583,Alyangula,AU,-13.8483,136.4192,94.87,38,15,11.5,few clouds
584,San Policarpo,PH,12.1791,125.5072,84.52,70,99,10.76,overcast clouds
585,Pacifica,US,37.6138,-122.4869,56.82,72,20,1.01,few clouds
586,Koungheul,SN,13.9833,-14.8,75.85,61,97,5.59,overcast clouds
587,Todos Santos,MX,23.45,-110.2167,82.0,96,83,3.24,broken clouds
588,Tula,RU,54.2044,37.6111,49.46,65,100,8.88,light rain
589,Itoigawa,JP,37.0333,137.85,74.61,97,100,3.67,overcast clouds
590,Porong,ID,-7.5452,112.6955,91.31,39,88,9.55,overcast clouds
591,Atchison,US,39.563,-95.1216,64.4,78,82,15.7,broken clouds
592,Zhigansk,RU,66.7697,123.3711,21.43,88,100,1.95,overcast clouds
593,Abu Dhabi,AE,24.4667,54.3667,89.71,20,0,5.75,clear sky
594,San Ramon,US,37.7799,-121.978,55.51,58,1,3.44,clear sky
595,Yar-Sale,RU,66.8333,70.8333,32.79,96,100,13.49,overcast clouds
596,Salym,RU,60.0625,71.4789,35.65,97,100,5.1,overcast clouds
597,Fort Thomas,US,39.0751,-84.4472,59.56,94,1,0.0,mist
598,Sundsvall,SE,62.3913,17.3063,34.97,75,20,5.75,few clouds
599,Marsh Harbour,BS,26.5412,-77.0636,80.89,73,22,7.34,moderate rain
600,Eirunepe,BR,-6.6603,-69.8736,73.15,95,98,2.8,overcast clouds
601,Krutinka,RU,56.0055,71.5113,45.93,92,100,6.02,overcast clouds
602,Krasnoselkup,RU,65.7,82.4667,30.04,61,53,13.44,broken clouds
603,Labrea,BR,-7.2586,-64.7981,74.43,98,89,3.29,overcast clouds
604,Clonakilty,IE,51.6231,-8.8706,49.08,85,32,0.74,scattered clouds
605,Zhoucheng,CN,35.9122,116.3117,71.92,38,5,0.63,clear sky
606,Okahandja,NA,-21.9833,16.9167,72.84,32,0,12.3,clear sky
607,Nassau,US,40.7507,-73.5829,64.87,93,1,0.0,clear sky
608,Dalmau,IN,26.0667,81.0333,90.05,39,3,5.32,clear sky
609,Ibra,OM,22.6906,58.5334,90.5,13,0,3.38,clear sky
610,Viedma,AR,-40.8135,-62.9967,56.52,94,100,6.02,overcast clouds
611,Tallahassee,US,30.4383,-84.2807,75.61,88,1,5.75,clear sky
612,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,73,0,6.91,clear sky
613,Akhaldaba,GE,41.654,42.1516,61.36,44,59,6.49,broken clouds
614,Sobolevo,RU,54.4299,31.8996,43.47,92,100,4.16,light rain
615,Santa Luzia,BR,-19.7697,-43.8514,65.3,77,0,0.0,clear sky
616,Fairview,US,40.8126,-73.999,64.42,89,90,0.0,overcast clouds
617,Saint-Georges,GD,12.0564,-61.7485,81.95,79,65,12.53,broken clouds
618,La Primavera,CO,5.4906,-70.4092,72.32,95,95,2.17,overcast clouds
619,Imeni Poliny Osipenko,RU,52.4201,136.4853,52.43,65,100,8.25,overcast clouds
620,Muroto,JP,33.2833,134.15,82.44,82,30,6.58,scattered clouds
621,Kochevo,RU,59.5994,54.3125,45.5,72,72,7.14,broken clouds
622,La Paz,BO,-16.5,-68.15,48.18,45,40,4.61,scattered clouds
623,Egvekinot,RU,66.3167,-179.1667,18.16,84,100,11.86,overcast clouds
624,Turbat,PK,26.0023,63.044,88.7,6,0,21.54,clear sky
625,Am Timan,TD,11.0297,20.2827,78.17,75,100,10.76,overcast clouds
626,Amalapuram,IN,16.5833,82.0167,89.98,53,84,3.04,broken clouds
627,Karibib,NA,-21.9333,15.8333,75.29,24,0,10.76,clear sky
628,Cockburn Town,TC,21.4612,-71.1419,82.81,75,100,7.56,overcast clouds
629,Tezpur,IN,26.6333,92.8,90.09,61,2,3.51,clear sky
630,Leuna,DE,51.3167,12.0167,43.83,86,73,5.46,broken clouds
631,Mago,RU,53.2514,140.1822,43.23,70,100,12.64,overcast clouds
632,Uvat,RU,59.1433,68.8953,44.38,97,100,3.98,overcast clouds
633,Vetlanda,SE,57.4289,15.0776,31.53,91,29,3.65,scattered clouds
634,Sol-Iletsk,RU,51.1631,54.9918,52.59,41,2,10.07,clear sky
635,San Jose De Guanipa,VE,8.8872,-64.1651,74.71,90,68,5.21,broken clouds
636,Tuatapere,NZ,-46.1333,167.6833,46.92,69,95,3.06,overcast clouds
637,El Jicaro,GT,14.9167,-89.9,74.5,91,53,1.23,broken clouds
638,Shihezi,CN,44.3,86.0333,51.44,35,0,5.01,clear sky
639,Tupelo,US,34.2576,-88.7034,77.29,83,20,6.91,few clouds
640,Awjilah,LY,29.1081,21.2869,69.33,57,0,6.55,clear sky
641,Ixtapa,MX,20.7,-105.2,80.22,85,100,1.99,overcast clouds
642,Ngunguru,NZ,-35.6167,174.5,59.16,67,50,12.84,scattered clouds
643,Hobyo,SO,5.3505,48.5268,81.61,70,100,16.64,overcast clouds
644,Santa Cruz,BO,-17.8,-63.1667,74.66,88,99,8.05,overcast clouds
645,Carutapera,BR,-1.195,-46.02,78.75,78,30,9.35,scattered clouds
646,Nurobod,UZ,40.9056,69.8023,56.25,17,0,4.21,clear sky
647,Karasjok,NO,69.4719,25.5112,37.51,77,77,10.58,broken clouds
648,Kjollefjord,NO,70.9457,27.3465,38.98,70,98,28.41,overcast clouds
649,Gayeri,BF,12.6497,0.4931,84.29,50,98,9.48,overcast clouds
650,Daura,NG,11.5538,11.4085,76.91,36,45,7.02,scattered clouds
651,Neuquen,AR,-38.9516,-68.0591,57.09,88,20,6.91,light rain
652,Trofors,NO,65.5333,13.4063,38.55,94,98,3.65,overcast clouds
653,Kilindoni,TZ,-7.9139,39.6668,77.9,77,93,10.47,light rain
654,Nichinan,JP,31.6,131.3667,85.15,80,98,8.88,overcast clouds
655,Vernon,CA,50.2581,-119.2691,46.98,68,100,1.99,overcast clouds
656,Sioux Lookout,CA,50.1001,-91.917,44.98,93,1,0.0,clear sky
657,Nouadhibou,MR,20.931,-17.0347,66.18,94,4,13.8,clear sky
658,Waipawa,NZ,-41.4122,175.5153,47.03,90,100,22.77,overcast clouds
659,Luanda,AO,-8.8368,13.2343,74.01,83,60,7.31,broken clouds
660,Mizan Teferi,ET,6.9833,35.5833,66.4,91,56,1.63,light rain
661,Vanavara,RU,60.34,102.2797,27.52,46,100,3.8,overcast clouds
662,Aykhal,RU,66.0,111.5,16.7,92,100,17.85,light snow
663,Dunmore East,IE,52.1514,-6.9861,52.68,91,56,2.64,broken clouds
664,Duluth,US,46.7833,-92.1066,60.6,87,90,3.0,overcast clouds
665,Qaqortoq,GL,60.7167,-46.0333,30.7,72,76,2.19,broken clouds
666,Sechura,PE,-5.5569,-80.8222,64.67,79,91,12.46,overcast clouds
667,Katangli,RU,51.7102,143.2326,54.79,59,89,12.35,overcast clouds
668,Naryan-Mar,RU,67.6713,53.087,37.42,89,51,13.71,broken clouds
669,Goma,CD,-1.6792,29.2228,70.81,63,88,0.54,overcast clouds
670,Lahij,YE,13.1667,44.5833,85.21,55,82,5.44,broken clouds
671,Celestun,MX,20.8667,-90.4,77.36,78,1,13.47,clear sky
672,Danilov,RU,58.1908,40.1717,44.29,68,100,7.4,overcast clouds
673,Santa Marta De Tormes,ES,40.9506,-5.6272,48.45,77,0,1.14,clear sky
674,Grootfontein,NA,-19.5667,18.1167,56.77,58,0,2.3,clear sky
675,Hornepayne,CA,49.2138,-84.7705,55.62,99,100,4.23,overcast clouds
676,Hirado,JP,33.3597,129.5531,83.55,82,74,22.97,broken clouds
677,Chandpur,IN,29.15,78.2667,93.72,23,0,11.16,clear sky
678,Guhagar,IN,17.4842,73.1929,88.68,55,12,2.08,few clouds
679,Gladstone,AU,-23.85,151.25,78.78,78,75,16.11,light rain
680,Komsomolskiy,UZ,40.4272,71.7189,61.52,33,0,0.0,clear sky
681,Keflavik,IS,64.0049,-22.5624,45.52,100,75,13.8,broken clouds
682,Kauhajoki,FI,62.4333,22.1833,37.65,93,98,1.32,overcast clouds
683,Harjavalta,FI,61.3167,22.1333,42.58,89,98,4.38,overcast clouds
684,Denpasar,ID,-8.65,115.2167,85.66,62,40,9.22,scattered clouds
685,Pavlodar,KZ,52.3,76.95,46.2,66,0,8.95,clear sky
686,Wah,PK,33.798,72.6957,82.0,29,0,5.32,clear sky
687,Mehamn,NO,71.0357,27.8492,39.11,70,98,27.54,overcast clouds
688,Pacific Grove,US,36.6177,-121.9166,53.71,75,1,1.01,clear sky
689,Henties Bay,NA,-22.116,14.2845,59.86,84,89,4.61,overcast clouds
690,Suluq,LY,31.6682,20.2521,69.53,58,76,6.31,broken clouds
691,La Orilla,MX,17.9833,-102.2333,77.25,92,79,4.12,broken clouds
692,Lethem,GY,3.3803,-59.7968,77.94,75,42,6.38,scattered clouds
693,Bhuban,IN,20.8833,85.8333,89.85,60,90,2.1,overcast clouds
694,Cizre,TR,37.3272,42.1903,72.61,19,75,9.22,broken clouds
695,Taoudenni,ML,22.6783,-3.9836,83.43,12,80,8.03,broken clouds
696,Nanortalik,GL,60.1432,-45.2371,39.36,78,0,1.07,clear sky
697,Aras,ES,42.5617,-2.356,48.0,87,0,10.36,clear sky
